"ID","NOMENCLATURAL_CODE","LOCALITY","SCIENTIFIC_NAME","COLLECTOR","ORDER","CATALOG_NUMBER","GENUS","EARLIEST_DATE_COLLECTED","CONTINENT","BASIS_OF_RECORD","INFRASPECIFIC_EPITHET","FAMILY","COUNTRY","KINGDOM","STATE_PROVINCE","MINIMUM_ELEVATION_IN_METERS","INSTITUTION_CODE","PHYLUM","DECIMAL_LATITUDE","IDENTIFIED_BY","CLASS","COLLECTION_CODE","SPECIFIC_EPITHET","DECIMAL_LONGITUDE"
"5860","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, around tarn Karagöl, 2650m","Gentiana boissieri Boiss.","Markus Döring","Gentianales","799","Gentiana","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Gentianaceae","TR","Plantae","Nigde","2650","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","boissieri","34.55800"
"5861","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m","Gentiana boissieri Boiss.","Markus Döring","Gentianales","799x86","Gentiana","1999-07-28 00:00:00.0","Asia","PreservedSpecimen",,"Gentianaceae","TR","Plantae","Nigde","2700","BGBM","Magnoliophyta","37.39700","Markus Döring",,"B","boissieri","34.58400"
"5862","ICBN","Sandras Dagi above Agla, 740m","Epilobium hirsutum L.","Markus Döring","Myrtales","8","Epilobium","1999-06-19 00:00:00.0","Asia","PreservedSpecimen",,"Onagraceae","TR","Plantae","Mugla","740","BGBM","Magnoliophyta","37.07000","Markus Döring",,"B","hirsutum","28.80000"
"5863","ICBN","Sandras Dagi above Agla, eastern slope of Altinsivrisi, 1900m","Campanula stricta var. libanotica (A. DC.) Boiss.","Markus Döring","Campanulales","80","Campanula","1999-06-20 00:00:00.0","Asia","PreservedSpecimen",,"Campanulaceae","TR","Plantae","Mugla","1900","BGBM","Magnoliophyta","37.07000","Markus Döring",,"B","stricta","28.80000"
"5864","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Sesleria phleoides Steven ex R.Roem. & Schultes","Markus Döring","Cyperales","800","Sesleria","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Nigde","2675","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","phleoides","34.55800"
"5865","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Myosotis alpestris subsp. alpestris","Markus Döring","Lamiales","801","Myosotis","1999-07-26 00:00:00.0","Asia","PreservedSpecimen","alpestris","Boraginaceae","TR","Plantae","Nigde","2675","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","alpestris","34.55800"
"5866","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Cerastium gnaphalodes Fenzl","Markus Döring","Caryophyllales","802","Cerastium","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Nigde","2675","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","gnaphalodes","34.55800"
"5867","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Cerastium gnaphalodes Fenzl","Markus Döring","Caryophyllales","802x80","Cerastium","1999-07-27 00:00:00.0","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Nigde","2900","BGBM","Magnoliophyta","37.39700","Markus Döring",,"B","gnaphalodes","34.58400"
"5868","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Tanacetum armenum (DC.) Sch.Bip.","Markus Döring","Asterales","803","Tanacetum","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Nigde","2675","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","armenum","34.55800"
"5869","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Thymus brachychilus Jalas","Markus Döring","Lamiales","804","Thymus","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Lamiaceae","TR","Plantae","Nigde","2675","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","brachychilus","34.55800"
"5870","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Erigeron cilicicus Boiss. ex Vierh.","Markus Döring","Asterales","805","Erigeron","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Nigde","2675","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","cilicicus","34.55800"
"5871","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Galium incanum subsp. centrale Ehrend.","Markus Döring","Rubiales","806","Galium","1999-07-26 00:00:00.0","Asia","PreservedSpecimen","centrale","Rubiaceae","TR","Plantae","Nigde","2675","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","incanum","34.55800"
"5872","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Aurinia rupestris subsp. cyclocarpa","Markus Döring","Capparales","807","Aurinia","1999-07-26 00:00:00.0","Asia","PreservedSpecimen","cyclocarpa","Brassicaceae","TR","Plantae","Nigde","2675","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","rupestris","34.55800"
"5873","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Bromus tomentellus subsp. tomentellus","Markus Döring","Cyperales","808","Bromus","1999-07-26 00:00:00.0","Asia","PreservedSpecimen","tomentellus","Poaceae","TR","Plantae","Nigde","2675","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","tomentellus","34.55800"
"5874","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Ranunculus demissus var. major Boiss.","Markus Döring","Ranunculales","809","Ranunculus","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Ranunculaceae","TR","Plantae","Nigde","2675","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","demissus","34.55800"
"5875","ICBN","Sandras Dagi above Agla, eastern slope of Altinsivrisi, 1900m","Centaurea drabifolia subsp. cappadocica (DC.) Wagnitz","Markus Döring","Asterales","81","Centaurea","1999-06-20 00:00:00.0","Asia","PreservedSpecimen","cappadocica","Asteraceae","TR","Plantae","Mugla","1900","BGBM","Magnoliophyta","37.07000","Markus Döring",,"B","drabifolia","28.80000"
"5876","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Poa alpina subsp. fallax F.Herm.","Markus Döring","Cyperales","810","Poa","1999-07-26 00:00:00.0","Asia","PreservedSpecimen","fallax","Poaceae","TR","Plantae","Nigde","2675","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","alpina","34.55800"
"5877","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Festuca pinifolia var. pinifolia","Markus Döring","Cyperales","811","Festuca","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Nigde","2675","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","pinifolia","34.55800"
"5878","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Sedum tenellum M.Bieb.","Markus Döring","Rosales","812","Sedum","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Crassulaceae","TR","Plantae","Nigde","2675","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","tenellum","34.55800"
"5879","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Acantholimon lycaonicum Boiss. & Heldr.","Markus Döring","Plumbaginales","813","Acantholimon","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Plumbaginaceae","TR","Plantae","Nigde","2675","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","lycaonicum","34.55800"
"5880","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Silene olympica Boiss.","Markus Döring","Caryophyllales","814","Silene","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Nigde","2675","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","olympica","34.55800"
"5881","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Silene olympica Boiss.","Markus Döring","Caryophyllales","814x80","Silene","1999-07-27 00:00:00.0","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Nigde","2900","BGBM","Magnoliophyta","37.39700","Markus Döring",,"B","olympica","34.58400"
"5882","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Silene odontopetala Fenzl","Markus Döring","Caryophyllales","815","Silene","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Nigde","2675","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","odontopetala","34.55800"
"5883","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2690m","Pedicularis cadmea Boiss.","Markus Döring","Scrophulariales","816","Pedicularis","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Scrophulariaceae","TR","Plantae","Nigde","2690","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","cadmea","34.55800"
"5884","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Pedicularis comosa var. sibthorpii (Boiss.) Boiss.","Markus Döring","Scrophulariales","816x80","Pedicularis","1999-07-27 00:00:00.0","Asia","PreservedSpecimen",,"Scrophulariaceae","TR","Plantae","Nigde","2900","BGBM","Magnoliophyta","37.39700","Markus Döring",,"B","comosa","34.58400"
"5885","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2690m","Euphorbia herniariifolia var. glaberrima Hal.","Markus Döring","Euphorbiales","817","Euphorbia","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Euphorbiaceae","TR","Plantae","Nigde","2690","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","herniariifolia","34.55800"
"5886","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2690m","Asyneuma limonifolium subsp. pestalozzae (Boiss.) Damboldt","Markus Döring","Campanulales","818","Asyneuma","1999-07-26 00:00:00.0","Asia","PreservedSpecimen","pestalozzae","Campanulaceae","TR","Plantae","Nigde","2690","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","limonifolium","34.55800"
"5887","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2690m","Silene nuncupanda Coode & Cullen","Markus Döring","Caryophyllales","819","Silene","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Nigde","2690","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","nuncupanda","34.55800"
"5888","ICBN","d. Ulukisla, Bolkar Daglari above Meydanim hinteren kar. siehe karte, 2900m","Silene nuncupanda Coode & Cullen","Markus Döring","Caryophyllales","819x84","Silene","1999-07-27 00:00:00.0","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Nigde","2900","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","nuncupanda","34.55800"
"5889","ICBN","Sandras Dagi above Agla, summit region of Altinsivrisi, 2150m","Centaurea reuterana var. reuterana","Markus Döring","Asterales","82","Centaurea","1999-06-20 00:00:00.0","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Mugla","2150","BGBM","Magnoliophyta","37.07000","Markus Döring",,"B","reuterana","28.80000"
"5890","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2690m","Festuca elwendiana Markgr.-Dann.","Markus Döring","Cyperales","820","Festuca","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Nigde","2690","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","elwendiana","34.55800"
"5891","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Festuca pinifolia var. pinifolia","Markus Döring","Cyperales","820x79","Festuca","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Nigde","2750","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","pinifolia","34.55800"
"5892","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Taraxacum crepidiforme subsp. crepidiforme","Markus Döring","Asterales","821","Taraxacum","1999-07-26 00:00:00.0","Asia","PreservedSpecimen","crepidiforme","Asteraceae","TR","Plantae","Nigde","2750","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","crepidiforme","34.55800"
"5893","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Heracleum humile Sm.","Markus Döring","Apiales","822","Heracleum","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Apiaceae","TR","Plantae","Nigde","2750","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","humile","34.55800"
"5894","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Lamium garganicum subsp. reniforme (Benth.) R.B.Mill","Markus Döring","Lamiales","823","Lamium","1999-07-26 00:00:00.0","Asia","PreservedSpecimen","reniforme","Lamiaceae","TR","Plantae","Nigde","2750","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","garganicum","34.55800"
"5895","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Scrophularia rimarum Bornm.","Markus Döring","Scrophulariales","824","Scrophularia","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Scrophulariaceae","TR","Plantae","Nigde","2750","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","rimarum","34.55800"
"5896","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Arenaria balansae Boiss.","Markus Döring","Caryophyllales","825","Arenaria","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Caryophyllaceae","TR","Plantae","Nigde","2750","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","balansae","34.55800"
"5897","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Vavilovia formosa (Stev.) Fed.","Markus Döring","Fabales","826","Vavilovia","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Fabaceae","TR","Plantae","Nigde","2750","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","formosa","34.55800"
"5898","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Prenanthes glareosa (Schott & Kotschy ex Boiss.) C.Jeffrey","Markus Döring","Asterales","827","Prenanthes","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Asteraceae","TR","Plantae","Nigde","2750","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","glareosa","34.55800"
"5899","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Poa bulbosa agg. L.","Markus Döring","Cyperales","828","Poa","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Poaceae","TR","Plantae","Nigde","2750","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","bulbosa agg.","34.55800"
"5900","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2690m","Alyssum argyrophyllum Schott & Kotschy","Markus Döring","Capparales","829","Alyssum","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Brassicaceae","TR","Plantae","Nigde","2690","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","argyrophyllum","34.55800"
"5901","ICBN","Sandras Dagi above Agla, ascent from Çirali to the Ciçekbaba Tepesi, 2150m","Gagea uliginosa Siehe & Pascher","Markus Döring","Liliales","83","Gagea","1999-06-21 00:00:00.0","Asia","PreservedSpecimen",,"Liliaceae","TR","Plantae","Mugla","2150","BGBM","Magnoliophyta","37.07000","Markus Döring",,"B","uliginosa","28.80000"
"5902","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Poa alpina subsp. fallax F.Herm.","Markus Döring","Cyperales","830","Poa","1999-07-26 00:00:00.0","Asia","PreservedSpecimen","fallax","Poaceae","TR","Plantae","Nigde","2750","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","alpina","34.55800"
"5903","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Poa alpina subsp. fallax F.Herm.","Markus Döring","Cyperales","831","Poa","1999-07-26 00:00:00.0","Asia","PreservedSpecimen","fallax","Poaceae","TR","Plantae","Nigde","2750","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","alpina","34.55800"
"5904","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Ajuga chamaepitys subsp. glareosa P.H. Davis","Markus Döring","Lamiales","832","Ajuga","1999-07-26 00:00:00.0","Asia","PreservedSpecimen","glareosa","Lamiaceae","TR","Plantae","Nigde","2750","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","chamaepitys","34.55800"
"5905","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Nepeta cilicia Boiss & Heldr.","Markus Döring","Lamiales","833","Nepeta","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Lamiaceae","TR","Plantae","Nigde","2750","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","cilicia","34.55800"
"5906","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Asperula stricta subsp. stricta","Markus Döring","Rubiales","834","Asperula","1999-07-26 00:00:00.0","Asia","PreservedSpecimen","stricta","Rubiaceae","TR","Plantae","Nigde","2750","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","stricta","34.55800"
"5907","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Nepeta cilicia Boiss & Heldr.","Markus Döring","Lamiales","835","Nepeta","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Lamiaceae","TR","Plantae","Nigde","2750","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","cilicia","34.55800"
"5908","ICBN","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Oxyria digyna (L.) Hill","Markus Döring","Polygonales","836","Oxyria","1999-07-26 00:00:00.0","Asia","PreservedSpecimen",,"Polygonaceae","TR","Plantae","Nigde","2675","BGBM","Magnoliophyta","37.40400","Markus Döring",,"B","digyna","34.55800"
"5909","ICBN","d. Ulukisla, Bolkar Daglari above MeydanN 37°24?32?? O 34°33?70??, 2620m","Erodium cedrorum subsp. salmoneum (P.H. Davis & Roberts) P.H. Davis","Markus Döring","Geraniales","837","Erodium","1999-07-27 00:00:00.0","Asia","PreservedSpecimen","salmoneum","Geraniaceae","TR","Plantae","Nigde","2620","BGBM","Magnoliophyta","37.40000","Markus Döring",,"B","cedrorum","34.57000"
"5910","ICBN","d. Ulukisla, Bolkar Daglari above MeydanN 37°24?32?? O 34°33?70??, 2620m","Stachys lavandulifolia Vahl","Markus Döring","Lamiales","838","Stachys","1999-07-27 00:00:00.0","Asia","PreservedSpecimen",,"Lamiaceae","TR","Plantae","Nigde","2620","BGBM","Magnoliophyta","37.40000","Markus Döring",,"B","lavandulifolia","34.57000"
"5911","ICBN","d. Ulukisla, Bolkar Daglari above MeydanN 37°24?32?? O 34°33?70??, 2620m","Hypericum kotschyanum Boiss.","Markus Döring","Malpighiales","839","Hypericum","1999-07-27 00:00:00.0","Asia","PreservedSpecimen",,"Hypericaceae","TR","Plantae","Nigde","2620","BGBM","Magnoliophyta","37.40000","Markus Döring",,"B","kotschyanum","34.57000"
"5912","ICBN","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Hypericum kotschyanum Boiss.","Markus Döring","Malpighiales","839x91","Hypericum","1999-07-29 00:00:00.0","Asia","PreservedSpecimen",,"Hypericaceae","TR","Plantae","Nigde","2360","BGBM","Magnoliophyta","37.42000","Markus Döring",,"B","kotschyanum","34.56800"
"5913","ICBN","Sandras Dagi above Agla, ascent from Çirali to the Ciçekbaba Tepesi, 2150m","Orobanche oxyloba (Reut.) Beck","Markus Döring","Scrophulariales","84","Orobanche","1999-06-21 00:00:00.0","Asia","PreservedSpecimen",,"Orobanchaceae","TR","Plantae","Mugla","2150","BGBM","Magnoliophyta","37.07000","Markus Döring",,"B","oxyloba","28.80000"
